Country,ds,y_tst,yhat,level_1,adjustment_Forecasts_test,final_prediction
Guernsey,1996-01-01,,,,,
Hong Kong,1996-01-01,,,,,
Hungary,1996-01-01,,,,,
Iceland,1996-01-01,,,,,
Ireland,1996-01-01,,,,,
Isle of Man,1996-01-01,,,,,
Israel,1996-01-01,,,,,
Italy,1996-01-01,,,,,
Japan,1996-01-01,,,,,
Jersey,1996-01-01,,,,,
Latvia,1996-01-01,,,,,
Liechtenstein,1996-01-01,,,,,
Lithuania,1996-01-01,,,,,
Luxembourg,1996-01-01,,,,,
Macao,1996-01-01,,,,,
Malta,1996-01-01,,,,,
Martinique,1996-01-01,,,,,
Monaco,1996-01-01,,,,,
Montenegro,1996-01-01,,,,,
Netherlands,1996-01-01,,,,,
New Zealand,1996-01-01,,,,,
Northern Mariana Islands,1996-01-01,,,,,
Norway,1996-01-01,,,,,
Poland,1996-01-01,,,,,
Portugal,1996-01-01,,,,,
Puerto Rico,1996-01-01,,,,,
Romania,1996-01-01,,,,,
Saint Barthlemy,1996-01-01,,,,,
Saint Helena,1996-01-01,,,,,
Saint Martin (French part),1996-01-01,,,,,
Saint Pierre and Miquelon,1996-01-01,,,,,
San Marino,1996-01-01,,,,,
Serbia,1996-01-01,,,,,
Singapore,1996-01-01,,,,,
Sint Maarten (Dutch part),1996-01-01,,,,,
Slovakia,1996-01-01,,,,,
Slovenia,1996-01-01,,,,,
Spain,1996-01-01,,,,,
Sweden,1996-01-01,,,,,
Switzerland,1996-01-01,,,,,
Taiwan,1996-01-01,,,,,
Ukraine,1996-01-01,,,,,
United Kingdom,1996-01-01,,,,,
United States,1996-01-01,,,,,
United States Virgin Islands,1996-01-01,,,,,
Uruguay,1996-01-01,,,,,
Vatican,1996-01-01,,,,,
American Samoa,1997-01-01,,,,,
Andorra,1997-01-01,,,,,
Antigua and Barbuda,1997-01-01,,,,,
Argentina,1997-01-01,,,,,
Aruba,1997-01-01,,,,,
Australia,1997-01-01,,,,,
Austria,1997-01-01,,,,,
Barbados,1997-01-01,,,,,
Belarus,1997-01-01,,,,,
Belgium,1997-01-01,,,,,
Bermuda,1997-01-01,,,,,
Bonaire Sint Eustatius and Saba,1997-01-01,,,,,
Bulgaria,1997-01-01,,,,,
Canada,1997-01-01,,,,,
Costa Rica,1997-01-01,,,,,
Croatia,1997-01-01,,,,,
Cuba,1997-01-01,,,,,
Curacao,1997-01-01,,,,,
Cyprus,1997-01-01,,,,,
Czechia,1997-01-01,,,,,
Denmark,1997-01-01,,,,,
Estonia,1997-01-01,,,,,
Faeroe Islands,1997-01-01,,,,,
Finland,1997-01-01,,,,,
France,1997-01-01,,,,,
Germany,1997-01-01,,,,,
Gibraltar,1997-01-01,,,,,
Greece,1997-01-01,,,,,
Guernsey,1997-01-01,,,,,
Hong Kong,1997-01-01,,,,,
Hungary,1997-01-01,,,,,
Iceland,1997-01-01,,,,,
Ireland,1997-01-01,,,,,
Isle of Man,1997-01-01,,,,,
Israel,1997-01-01,,,,,
Italy,1997-01-01,,,,,
Japan,1997-01-01,,,,,
Jersey,1997-01-01,,,,,
Latvia,1997-01-01,,,,,
Liechtenstein,1997-01-01,,,,,
Lithuania,1997-01-01,,,,,
Luxembourg,1997-01-01,,,,,
Macao,1997-01-01,,,,,
Malta,1997-01-01,,,,,
Martinique,1997-01-01,,,,,
Monaco,1997-01-01,,,,,
Montenegro,1997-01-01,,,,,
Netherlands,1997-01-01,,,,,
New Zealand,1997-01-01,,,,,
Northern Mariana Islands,1997-01-01,,,,,
Norway,1997-01-01,,,,,
Poland,1997-01-01,,,,,
Portugal,1997-01-01,,,,,
Puerto Rico,1997-01-01,,,,,
Romania,1997-01-01,,,,,
Saint Barthlemy,1997-01-01,,,,,
Saint Helena,1997-01-01,,,,,
Saint Martin (French part),1997-01-01,,,,,
Saint Pierre and Miquelon,1997-01-01,,,,,
San Marino,1997-01-01,,,,,
Serbia,1997-01-01,,,,,
Singapore,1997-01-01,,,,,
Sint Maarten (Dutch part),1997-01-01,,,,,
Slovakia,1997-01-01,,,,,
Slovenia,1997-01-01,,,,,
Spain,1997-01-01,,,,,
Sweden,1997-01-01,,,,,
Switzerland,1997-01-01,,,,,
Taiwan,1997-01-01,,,,,
Ukraine,1997-01-01,,,,,
United Kingdom,1997-01-01,,,,,
United States,1997-01-01,,,,,
United States Virgin Islands,1997-01-01,,,,,
Uruguay,1997-01-01,,,,,
Vatican,1997-01-01,,,,,
American Samoa,1998-01-01,,,,,
Andorra,1998-01-01,,,,,
Antigua and Barbuda,1998-01-01,,,,,
Argentina,1998-01-01,,,,,
Aruba,1998-01-01,,,,,
Australia,1998-01-01,,,,,
Austria,1998-01-01,,,,,
Barbados,1998-01-01,,,,,
Belarus,1998-01-01,,,,,
Belgium,1998-01-01,,,,,
Bermuda,1998-01-01,,,,,
Bonaire Sint Eustatius and Saba,1998-01-01,,,,,
Bulgaria,1998-01-01,,,,,
Canada,1998-01-01,,,,,
Costa Rica,1998-01-01,,,,,
Croatia,1998-01-01,,,,,
Cuba,1998-01-01,,,,,
Curacao,1998-01-01,,,,,
Cyprus,1998-01-01,,,,,
Czechia,1998-01-01,,,,,
Denmark,1998-01-01,,,,,
Estonia,1998-01-01,,,,,
Faeroe Islands,1998-01-01,,,,,
Finland,1998-01-01,,,,,
France,1998-01-01,,,,,
Germany,1998-01-01,,,,,
Gibraltar,1998-01-01,,,,,
Greece,1998-01-01,,,,,
Guernsey,1998-01-01,,,,,
Hong Kong,1998-01-01,,,,,
Hungary,1998-01-01,,,,,
Iceland,1998-01-01,,,,,
Ireland,1998-01-01,,,,,
Isle of Man,1998-01-01,,,,,
Israel,1998-01-01,,,,,
Italy,1998-01-01,,,,,
Japan,1998-01-01,,,,,
Jersey,1998-01-01,,,,,
Latvia,1998-01-01,,,,,
Liechtenstein,1998-01-01,,,,,
Lithuania,1998-01-01,,,,,
Luxembourg,1998-01-01,,,,,
Macao,1998-01-01,,,,,
Malta,1998-01-01,,,,,
Martinique,1998-01-01,,,,,
Monaco,1998-01-01,,,,,
Montenegro,1998-01-01,,,,,
Netherlands,1998-01-01,,,,,
New Zealand,1998-01-01,,,,,
Northern Mariana Islands,1998-01-01,,,,,
Norway,1998-01-01,,,,,
Poland,1998-01-01,,,,,
Portugal,1998-01-01,,,,,
Puerto Rico,1998-01-01,,,,,
Romania,1998-01-01,,,,,
Saint Barthlemy,1998-01-01,,,,,
Saint Helena,1998-01-01,,,,,
Saint Martin (French part),1998-01-01,,,,,
Saint Pierre and Miquelon,1998-01-01,,,,,
San Marino,1998-01-01,,,,,
Serbia,1998-01-01,,,,,
Singapore,1998-01-01,,,,,
Sint Maarten (Dutch part),1998-01-01,,,,,
Slovakia,1998-01-01,,,,,
Slovenia,1998-01-01,,,,,
Spain,1998-01-01,,,,,
Sweden,1998-01-01,,,,,
Switzerland,1998-01-01,,,,,
Taiwan,1998-01-01,,,,,
Ukraine,1998-01-01,,,,,
United Kingdom,1998-01-01,,,,,
United States,1998-01-01,,,,,
United States Virgin Islands,1998-01-01,,,,,
Uruguay,1998-01-01,,,,,
Vatican,1998-01-01,,,,,
American Samoa,1999-01-01,,,,,
Andorra,1999-01-01,,,,,
Antigua and Barbuda,1999-01-01,,,,,
Argentina,1999-01-01,,,,,
Aruba,1999-01-01,,,,,
Australia,1999-01-01,,,,,
Austria,1999-01-01,,,,,
Barbados,1999-01-01,,,,,
Belarus,1999-01-01,,,,,
Belgium,1999-01-01,,,,,
Bermuda,1999-01-01,,,,,
Bonaire Sint Eustatius and Saba,1999-01-01,,,,,
Bulgaria,1999-01-01,,,,,
Canada,1999-01-01,,,,,
Costa Rica,1999-01-01,,,,,
Croatia,1999-01-01,,,,,
Cuba,1999-01-01,,,,,
Curacao,1999-01-01,,,,,
Cyprus,1999-01-01,,,,,
Czechia,1999-01-01,,,,,
Denmark,1999-01-01,,,,,
Estonia,1999-01-01,,,,,
Faeroe Islands,1999-01-01,,,,,
Finland,1999-01-01,,,,,
France,1999-01-01,,,,,
Germany,1999-01-01,,,,,
Gibraltar,1999-01-01,,,,,
Greece,1999-01-01,,,,,
Guernsey,1999-01-01,,,,,
Hong Kong,1999-01-01,,,,,
Hungary,1999-01-01,,,,,
Iceland,1999-01-01,,,,,
Ireland,1999-01-01,,,,,
Isle of Man,1999-01-01,,,,,
Israel,1999-01-01,,,,,
Italy,1999-01-01,,,,,
Japan,1999-01-01,,,,,
Jersey,1999-01-01,,,,,
Latvia,1999-01-01,,,,,
Liechtenstein,1999-01-01,,,,,
Lithuania,1999-01-01,,,,,
Luxembourg,1999-01-01,,,,,
Macao,1999-01-01,,,,,
Malta,1999-01-01,,,,,
Martinique,1999-01-01,,,,,
Monaco,1999-01-01,,,,,
Montenegro,1999-01-01,,,,,
Netherlands,1999-01-01,,,,,
New Zealand,1999-01-01,,,,,
Northern Mariana Islands,1999-01-01,,,,,
Norway,1999-01-01,,,,,
Poland,1999-01-01,,,,,
Portugal,1999-01-01,,,,,
Puerto Rico,1999-01-01,,,,,
Romania,1999-01-01,,,,,
Saint Barthlemy,1999-01-01,,,,,
Saint Helena,1999-01-01,,,,,
Saint Martin (French part),1999-01-01,,,,,
Saint Pierre and Miquelon,1999-01-01,,,,,
San Marino,1999-01-01,,,,,
Serbia,1999-01-01,,,,,
Singapore,1999-01-01,,,,,
Sint Maarten (Dutch part),1999-01-01,,,,,
Slovakia,1999-01-01,,,,,
Slovenia,1999-01-01,,,,,
Spain,1999-01-01,,,,,
Sweden,1999-01-01,,,,,
Switzerland,1999-01-01,,,,,
Taiwan,1999-01-01,,,,,
Ukraine,1999-01-01,,,,,
United Kingdom,1999-01-01,,,,,
United States,1999-01-01,,,,,
United States Virgin Islands,1999-01-01,,,,,
Uruguay,1999-01-01,,,,,
Vatican,1999-01-01,,,,,
American Samoa,2000-01-01,,,,,
Andorra,2000-01-01,,,,,
Antigua and Barbuda,2000-01-01,,,,,
Argentina,2000-01-01,,,,,
Aruba,2000-01-01,,,,,
Australia,2000-01-01,,,,,
Austria,2000-01-01,,,,,
Barbados,2000-01-01,,,,,
Belarus,2000-01-01,,,,,
Belgium,2000-01-01,,,,,
Bermuda,2000-01-01,,,,,
Bonaire Sint Eustatius and Saba,2000-01-01,,,,,
Bulgaria,2000-01-01,,,,,
Canada,2000-01-01,,,,,
Costa Rica,2000-01-01,,,,,
Croatia,2000-01-01,,,,,
Cuba,2000-01-01,,,,,
Curacao,2000-01-01,,,,,
Cyprus,2000-01-01,,,,,
Czechia,2000-01-01,,,,,
Denmark,2000-01-01,,,,,
Estonia,2000-01-01,,,,,
Faeroe Islands,2000-01-01,,,,,
Finland,2000-01-01,,,,,
France,2000-01-01,,,,,
Germany,2000-01-01,,,,,
Gibraltar,2000-01-01,,,,,
Greece,2000-01-01,,,,,
Guernsey,2000-01-01,,,,,
Hong Kong,2000-01-01,,,,,
Hungary,2000-01-01,,,,,
Iceland,2000-01-01,,,,,
Ireland,2000-01-01,,,,,
Isle of Man,2000-01-01,,,,,
Israel,2000-01-01,,,,,
Italy,2000-01-01,,,,,
Japan,2000-01-01,,,,,
Jersey,2000-01-01,,,,,
Latvia,2000-01-01,,,,,
Liechtenstein,2000-01-01,,,,,
Lithuania,2000-01-01,,,,,
Luxembourg,2000-01-01,,,,,
Macao,2000-01-01,,,,,
Malta,2000-01-01,,,,,
Martinique,2000-01-01,,,,,
Monaco,2000-01-01,,,,,
Montenegro,2000-01-01,,,,,
Netherlands,2000-01-01,,,,,
New Zealand,2000-01-01,,,,,
Northern Mariana Islands,2000-01-01,,,,,
Norway,2000-01-01,,,,,
Poland,2000-01-01,,,,,
Portugal,2000-01-01,,,,,
Puerto Rico,2000-01-01,,,,,
Romania,2000-01-01,,,,,
Saint Barthlemy,2000-01-01,,,,,
Saint Helena,2000-01-01,,,,,
Saint Martin (French part),2000-01-01,,,,,
Saint Pierre and Miquelon,2000-01-01,,,,,
San Marino,2000-01-01,,,,,
Serbia,2000-01-01,,,,,
Singapore,2000-01-01,,,,,
Sint Maarten (Dutch part),2000-01-01,,,,,
Slovakia,2000-01-01,,,,,
Slovenia,2000-01-01,,,,,
Spain,2000-01-01,,,,,
Sweden,2000-01-01,,,,,
Switzerland,2000-01-01,,,,,
Taiwan,2000-01-01,,,,,
Ukraine,2000-01-01,,,,,
United Kingdom,2000-01-01,,,,,
United States,2000-01-01,,,,,
United States Virgin Islands,2000-01-01,,,,,
Uruguay,2000-01-01,,,,,
Vatican,2000-01-01,,,,,
American Samoa,2001-01-01,,,,,
Andorra,2001-01-01,,,,,
Antigua and Barbuda,2001-01-01,,,,,
Argentina,2001-01-01,,,,,
Aruba,2001-01-01,,,,,
Australia,2001-01-01,,,,,
Austria,2001-01-01,,,,,
Barbados,2001-01-01,,,,,
Belarus,2001-01-01,,,,,
Belgium,2001-01-01,,,,,
Bermuda,2001-01-01,,,,,
Bonaire Sint Eustatius and Saba,2001-01-01,,,,,
Bulgaria,2001-01-01,,,,,
Canada,2001-01-01,,,,,
Costa Rica,2001-01-01,,,,,
Croatia,2001-01-01,,,,,
Cuba,2001-01-01,,,,,
Curacao,2001-01-01,,,,,
Cyprus,2001-01-01,,,,,
Czechia,2001-01-01,,,,,
Denmark,2001-01-01,,,,,
Estonia,2001-01-01,,,,,
Faeroe Islands,2001-01-01,,,,,
Finland,2001-01-01,,,,,
France,2001-01-01,,,,,
Germany,2001-01-01,,,,,
Gibraltar,2001-01-01,,,,,
Greece,2001-01-01,,,,,
Guernsey,2001-01-01,,,,,
Hong Kong,2001-01-01,,,,,
Hungary,2001-01-01,,,,,
Iceland,2001-01-01,,,,,
Ireland,2001-01-01,,,,,
Isle of Man,2001-01-01,,,,,
Israel,2001-01-01,,,,,
Italy,2001-01-01,,,,,
Japan,2001-01-01,,,,,
Jersey,2001-01-01,,,,,
Latvia,2001-01-01,,,,,
Liechtenstein,2001-01-01,,,,,
Lithuania,2001-01-01,,,,,
Luxembourg,2001-01-01,,,,,
Macao,2001-01-01,,,,,
Malta,2001-01-01,,,,,
Martinique,2001-01-01,,,,,
Monaco,2001-01-01,,,,,
Montenegro,2001-01-01,,,,,
Netherlands,2001-01-01,,,,,
New Zealand,2001-01-01,,,,,
Northern Mariana Islands,2001-01-01,,,,,
Norway,2001-01-01,,,,,
Poland,2001-01-01,,,,,
Portugal,2001-01-01,,,,,
Puerto Rico,2001-01-01,,,,,
Romania,2001-01-01,,,,,
Saint Barthlemy,2001-01-01,,,,,
Saint Helena,2001-01-01,,,,,
Saint Martin (French part),2001-01-01,,,,,
Saint Pierre and Miquelon,2001-01-01,,,,,
San Marino,2001-01-01,,,,,
Serbia,2001-01-01,,,,,
Singapore,2001-01-01,,,,,
Sint Maarten (Dutch part),2001-01-01,,,,,
Slovakia,2001-01-01,,,,,
Slovenia,2001-01-01,,,,,
Spain,2001-01-01,,,,,
Sweden,2001-01-01,,,,,
Switzerland,2001-01-01,,,,,
Taiwan,2001-01-01,,,,,
Ukraine,2001-01-01,,,,,
United Kingdom,2001-01-01,,,,,
United States,2001-01-01,,,,,
United States Virgin Islands,2001-01-01,,,,,
Uruguay,2001-01-01,,,,,
Vatican,2001-01-01,,,,,
American Samoa,2002-01-01,,,,,
Andorra,2002-01-01,,,,,
Antigua and Barbuda,2002-01-01,,,,,
Argentina,2002-01-01,,,,,
Aruba,2002-01-01,,,,,
Australia,2002-01-01,,,,,
Austria,2002-01-01,,,,,
Barbados,2002-01-01,,,,,
Belarus,2002-01-01,,,,,
Belgium,2002-01-01,,,,,
Bermuda,2002-01-01,,,,,
Bonaire Sint Eustatius and Saba,2002-01-01,,,,,
Bulgaria,2002-01-01,,,,,
Canada,2002-01-01,,,,,
Costa Rica,2002-01-01,,,,,
Croatia,2002-01-01,,,,,
Cuba,2002-01-01,,,,,
Curacao,2002-01-01,,,,,
Cyprus,2002-01-01,,,,,
Czechia,2002-01-01,,,,,
Denmark,2002-01-01,,,,,
Estonia,2002-01-01,,,,,
Faeroe Islands,2002-01-01,,,,,
Finland,2002-01-01,,,,,
France,2002-01-01,,,,,
Germany,2002-01-01,,,,,
Gibraltar,2002-01-01,,,,,
Greece,2002-01-01,,,,,
Guernsey,2002-01-01,,,,,
Hong Kong,2002-01-01,,,,,
Hungary,2002-01-01,,,,,
Iceland,2002-01-01,,,,,
Ireland,2002-01-01,,,,,
Isle of Man,2002-01-01,,,,,
Israel,2002-01-01,,,,,
Italy,2002-01-01,,,,,
Japan,2002-01-01,,,,,
Jersey,2002-01-01,,,,,
Latvia,2002-01-01,,,,,
Liechtenstein,2002-01-01,,,,,
Lithuania,2002-01-01,,,,,
Luxembourg,2002-01-01,,,,,
Macao,2002-01-01,,,,,
Malta,2002-01-01,,,,,
Martinique,2002-01-01,,,,,
Monaco,2002-01-01,,,,,
Montenegro,2002-01-01,,,,,
Netherlands,2002-01-01,,,,,
New Zealand,2002-01-01,,,,,
Northern Mariana Islands,2002-01-01,,,,,
Norway,2002-01-01,,,,,
Poland,2002-01-01,,,,,
Portugal,2002-01-01,,,,,
Puerto Rico,2002-01-01,,,,,
Romania,2002-01-01,,,,,
Saint Barthlemy,2002-01-01,,,,,
Saint Helena,2002-01-01,,,,,
Saint Martin (French part),2002-01-01,,,,,
Saint Pierre and Miquelon,2002-01-01,,,,,
San Marino,2002-01-01,,,,,
Serbia,2002-01-01,,,,,
Singapore,2002-01-01,,,,,
Sint Maarten (Dutch part),2002-01-01,,,,,
Slovakia,2002-01-01,,,,,
Slovenia,2002-01-01,,,,,
Spain,2002-01-01,,,,,
Sweden,2002-01-01,,,,,
Switzerland,2002-01-01,,,,,
Taiwan,2002-01-01,,,,,
Ukraine,2002-01-01,,,,,
United Kingdom,2002-01-01,,,,,
United States,2002-01-01,,,,,
United States Virgin Islands,2002-01-01,,,,,
Uruguay,2002-01-01,,,,,
Vatican,2002-01-01,,,,,
American Samoa,2003-01-01,,,,,
Andorra,2003-01-01,,,,,
Antigua and Barbuda,2003-01-01,,,,,
Argentina,2003-01-01,,,,,
Aruba,2003-01-01,,,,,
Australia,2003-01-01,,,,,
Austria,2003-01-01,,,,,
Barbados,2003-01-01,,,,,
Belarus,2003-01-01,,,,,
Belgium,2003-01-01,,,,,
Bermuda,2003-01-01,,,,,
Bonaire Sint Eustatius and Saba,2003-01-01,,,,,
Bulgaria,2003-01-01,,,,,
Canada,2003-01-01,,,,,
Costa Rica,2003-01-01,,,,,
Croatia,2003-01-01,,,,,
Cuba,2003-01-01,,,,,
Curacao,2003-01-01,,,,,
Cyprus,2003-01-01,,,,,
Czechia,2003-01-01,,,,,
Denmark,2003-01-01,,,,,
Estonia,2003-01-01,,,,,
Faeroe Islands,2003-01-01,,,,,
Finland,2003-01-01,,,,,
France,2003-01-01,,,,,
Germany,2003-01-01,,,,,
Gibraltar,2003-01-01,,,,,
Greece,2003-01-01,,,,,
Guernsey,2003-01-01,,,,,
Hong Kong,2003-01-01,,,,,
Hungary,2003-01-01,,,,,
Iceland,2003-01-01,,,,,
Ireland,2003-01-01,,,,,
Isle of Man,2003-01-01,,,,,
Israel,2003-01-01,,,,,
Italy,2003-01-01,,,,,
Japan,2003-01-01,,,,,
Jersey,2003-01-01,,,,,
Latvia,2003-01-01,,,,,
Liechtenstein,2003-01-01,,,,,
Lithuania,2003-01-01,,,,,
Luxembourg,2003-01-01,,,,,
Macao,2003-01-01,,,,,
Malta,2003-01-01,,,,,
Martinique,2003-01-01,,,,,
Monaco,2003-01-01,,,,,
Montenegro,2003-01-01,,,,,
Netherlands,2003-01-01,,,,,
New Zealand,2003-01-01,,,,,
Northern Mariana Islands,2003-01-01,,,,,
Norway,2003-01-01,,,,,
Poland,2003-01-01,,,,,
Portugal,2003-01-01,,,,,
Puerto Rico,2003-01-01,,,,,
Romania,2003-01-01,,,,,
Saint Barthlemy,2003-01-01,,,,,
Saint Helena,2003-01-01,,,,,
Saint Martin (French part),2003-01-01,,,,,
Saint Pierre and Miquelon,2003-01-01,,,,,
San Marino,2003-01-01,,,,,
Serbia,2003-01-01,,,,,
Singapore,2003-01-01,,,,,
Sint Maarten (Dutch part),2003-01-01,,,,,
Slovakia,2003-01-01,,,,,
Slovenia,2003-01-01,,,,,
Spain,2003-01-01,,,,,
Sweden,2003-01-01,,,,,
Switzerland,2003-01-01,,,,,
Taiwan,2003-01-01,,,,,
Ukraine,2003-01-01,,,,,
United Kingdom,2003-01-01,,,,,
United States,2003-01-01,,,,,
United States Virgin Islands,2003-01-01,,,,,
Uruguay,2003-01-01,,,,,
Vatican,2003-01-01,,,,,
American Samoa,2004-01-01,,,,,
Andorra,2004-01-01,,,,,
Antigua and Barbuda,2004-01-01,,,,,
Argentina,2004-01-01,,,,,
Aruba,2004-01-01,,,,,
Australia,2004-01-01,,,,,
Austria,2004-01-01,,,,,
Barbados,2004-01-01,,,,,
Belarus,2004-01-01,,,,,
Belgium,2004-01-01,,,,,
Bermuda,2004-01-01,,,,,
Bonaire Sint Eustatius and Saba,2004-01-01,,,,,
Bulgaria,2004-01-01,,,,,
Canada,2004-01-01,,,,,
Costa Rica,2004-01-01,,,,,
Croatia,2004-01-01,,,,,
Cuba,2004-01-01,,,,,
Curacao,2004-01-01,,,,,
Cyprus,2004-01-01,,,,,
Czechia,2004-01-01,,,,,
Denmark,2004-01-01,,,,,
Estonia,2004-01-01,,,,,
Faeroe Islands,2004-01-01,,,,,
Finland,2004-01-01,,,,,
France,2004-01-01,,,,,
Germany,2004-01-01,,,,,
Gibraltar,2004-01-01,,,,,
Greece,2004-01-01,,,,,
Guernsey,2004-01-01,,,,,
Hong Kong,2004-01-01,,,,,
Hungary,2004-01-01,,,,,
Iceland,2004-01-01,,,,,
Ireland,2004-01-01,,,,,
Isle of Man,2004-01-01,,,,,
Israel,2004-01-01,,,,,
Italy,2004-01-01,,,,,
Japan,2004-01-01,,,,,
Jersey,2004-01-01,,,,,
Latvia,2004-01-01,,,,,
Liechtenstein,2004-01-01,,,,,
Lithuania,2004-01-01,,,,,
Luxembourg,2004-01-01,,,,,
Macao,2004-01-01,,,,,
Malta,2004-01-01,,,,,
Martinique,2004-01-01,,,,,
Monaco,2004-01-01,,,,,
Montenegro,2004-01-01,,,,,
Netherlands,2004-01-01,,,,,
New Zealand,2004-01-01,,,,,
Northern Mariana Islands,2004-01-01,,,,,
Norway,2004-01-01,,,,,
Poland,2004-01-01,,,,,
Portugal,2004-01-01,,,,,
Puerto Rico,2004-01-01,,,,,
Romania,2004-01-01,,,,,
Saint Barthlemy,2004-01-01,,,,,
Saint Helena,2004-01-01,,,,,
Saint Martin (French part),2004-01-01,,,,,
Saint Pierre and Miquelon,2004-01-01,,,,,
San Marino,2004-01-01,,,,,
Serbia,2004-01-01,,,,,
Singapore,2004-01-01,,,,,
Sint Maarten (Dutch part),2004-01-01,,,,,
Slovakia,2004-01-01,,,,,
Slovenia,2004-01-01,,,,,
Spain,2004-01-01,,,,,
Sweden,2004-01-01,,,,,
Switzerland,2004-01-01,,,,,
Taiwan,2004-01-01,,,,,
Ukraine,2004-01-01,,,,,
United Kingdom,2004-01-01,,,,,
United States,2004-01-01,,,,,
United States Virgin Islands,2004-01-01,,,,,
Uruguay,2004-01-01,,,,,
Vatican,2004-01-01,,,,,
American Samoa,2005-01-01,,,,,
Andorra,2005-01-01,,,,,
Antigua and Barbuda,2005-01-01,,,,,
Argentina,2005-01-01,,,,,
Aruba,2005-01-01,,,,,
Australia,2005-01-01,,,,,
Austria,2005-01-01,,,,,
Barbados,2005-01-01,,,,,
Belarus,2005-01-01,,,,,
Belgium,2005-01-01,,,,,
Bermuda,2005-01-01,,,,,
Bonaire Sint Eustatius and Saba,2005-01-01,,,,,
Bulgaria,2005-01-01,,,,,
Canada,2005-01-01,,,,,
Costa Rica,2005-01-01,,,,,
Croatia,2005-01-01,,,,,
Cuba,2005-01-01,,,,,
Curacao,2005-01-01,,,,,
Cyprus,2005-01-01,,,,,
Czechia,2005-01-01,,,,,
Denmark,2005-01-01,,,,,
Estonia,2005-01-01,,,,,
Faeroe Islands,2005-01-01,,,,,
Finland,2005-01-01,,,,,
France,2005-01-01,,,,,
Germany,2005-01-01,,,,,
Gibraltar,2005-01-01,,,,,
Greece,2005-01-01,,,,,
Guernsey,2005-01-01,,,,,
Hong Kong,2005-01-01,,,,,
Hungary,2005-01-01,,,,,
Iceland,2005-01-01,,,,,
Ireland,2005-01-01,,,,,
Isle of Man,2005-01-01,,,,,
Israel,2005-01-01,,,,,
Italy,2005-01-01,,,,,
Japan,2005-01-01,,,,,
Jersey,2005-01-01,,,,,
Latvia,2005-01-01,,,,,
Liechtenstein,2005-01-01,,,,,
Lithuania,2005-01-01,,,,,
Luxembourg,2005-01-01,,,,,
Macao,2005-01-01,,,,,
Malta,2005-01-01,,,,,
Martinique,2005-01-01,,,,,
Monaco,2005-01-01,,,,,
Montenegro,2005-01-01,,,,,
Netherlands,2005-01-01,,,,,
New Zealand,2005-01-01,,,,,
Northern Mariana Islands,2005-01-01,,,,,
Norway,2005-01-01,,,,,
Poland,2005-01-01,,,,,
Portugal,2005-01-01,,,,,
Puerto Rico,2005-01-01,,,,,
Romania,2005-01-01,,,,,
Saint Barthlemy,2005-01-01,,,,,
Saint Helena,2005-01-01,,,,,
Saint Martin (French part),2005-01-01,,,,,
Saint Pierre and Miquelon,2005-01-01,,,,,
San Marino,2005-01-01,,,,,
Serbia,2005-01-01,,,,,
Singapore,2005-01-01,,,,,
Sint Maarten (Dutch part),2005-01-01,,,,,
Slovakia,2005-01-01,,,,,
Slovenia,2005-01-01,,,,,
Spain,2005-01-01,,,,,
Sweden,2005-01-01,,,,,
Switzerland,2005-01-01,,,,,
Taiwan,2005-01-01,,,,,
Ukraine,2005-01-01,,,,,
United Kingdom,2005-01-01,,,,,
United States,2005-01-01,,,,,
United States Virgin Islands,2005-01-01,,,,,
Uruguay,2005-01-01,,,,,
Vatican,2005-01-01,,,,,
American Samoa,2006-01-01,,,,,
Andorra,2006-01-01,,,,,
Antigua and Barbuda,2006-01-01,,,,,
Argentina,2006-01-01,,,,,
Aruba,2006-01-01,,,,,
Australia,2006-01-01,,,,,
Austria,2006-01-01,,,,,
Barbados,2006-01-01,,,,,
Belarus,2006-01-01,,,,,
Belgium,2006-01-01,,,,,
Bermuda,2006-01-01,,,,,
Bonaire Sint Eustatius and Saba,2006-01-01,,,,,
Bulgaria,2006-01-01,,,,,
Canada,2006-01-01,,,,,
Costa Rica,2006-01-01,,,,,
Croatia,2006-01-01,,,,,
Cuba,2006-01-01,,,,,
Curacao,2006-01-01,,,,,
Cyprus,2006-01-01,,,,,
Czechia,2006-01-01,,,,,
Denmark,2006-01-01,,,,,
Estonia,2006-01-01,,,,,
Faeroe Islands,2006-01-01,,,,,
Finland,2006-01-01,,,,,
France,2006-01-01,,,,,
Germany,2006-01-01,,,,,
Gibraltar,2006-01-01,,,,,
Greece,2006-01-01,,,,,
Guernsey,2006-01-01,,,,,
Hong Kong,2006-01-01,,,,,
Hungary,2006-01-01,,,,,
Iceland,2006-01-01,,,,,
Ireland,2006-01-01,,,,,
Isle of Man,2006-01-01,,,,,
Israel,2006-01-01,,,,,
Italy,2006-01-01,,,,,
Japan,2006-01-01,,,,,
Jersey,2006-01-01,,,,,
Latvia,2006-01-01,,,,,
Liechtenstein,2006-01-01,,,,,
Lithuania,2006-01-01,,,,,
Luxembourg,2006-01-01,,,,,
Macao,2006-01-01,,,,,
Malta,2006-01-01,,,,,
Martinique,2006-01-01,,,,,
Monaco,2006-01-01,,,,,
Montenegro,2006-01-01,,,,,
Netherlands,2006-01-01,,,,,
New Zealand,2006-01-01,,,,,
Northern Mariana Islands,2006-01-01,,,,,
Norway,2006-01-01,,,,,
Poland,2006-01-01,,,,,
